LocationID,City,ZipCode,Lattitude,Longitude
163,Harbor City,90710,33.798267,-118.30024
164,San Francisco,94108,37.792,-122.40865
165,Inglewood,90301,33.956444,-118.358635
166,Los Angeles,90015,34.039223,-118.2663
167,Pescadero,94060,37.22565,-122.29753
168,Aromas,95004,36.878365,-121.62978
169,Badger,93603,36.64545,-118.92498
170,Death Valley,92328,36.27688,-117.033325
171,La Puente,91744,34.03144,-117.93644
172,Riverdale,93656,36.45221,-119.94575
173,San Francisco,94104,37.79122,-122.402245
174,Berry Creek,95916,39.657227,-121.37778
175,Fulton,95439,38.49389,-122.77714
176,Capitola,95010,36.977024,-121.952866
177,San Diego,92109,32.787834,-117.232376
178,Claremont,91711,34.12762,-117.717865
179,Glendale,91207,34.182377,-118.262924
180,Gardena,90248,33.87648,-118.28408
181,San Francisco,94134,37.72105,-122.413574
182,San Diego,92126,32.886925,-117.15216
183,Santa Ana,92703,33.748634,-117.90613
184,Snelling,95369,37.52171,-120.42684
185,Darwin,93522,36.31918,-117.593056
186,San Bernardino,92404,34.183285,-117.221725
187,Garberville,95542,40.057785,-123.67946
188,Long Beach,90807,33.830097,-118.182236
189,Upland,91784,34.141148,-117.65559
190,El Dorado Hills,95762,38.684437,-121.05563
191,Santa Rosa,95403,38.48843,-122.75284
192,Malibu,90265,34.074574,-118.831184
193,Santa Rosa,95401,38.460518,-122.79034
194,Oxnard,93035,34.18454,-119.22466
195,Palmdale,93591,34.59822,-117.79593
196,Covina,91723,34.084747,-117.88684
197,San Lucas,93954,36.12553,-120.86444
198,Hoopa,95546,41.163635,-123.70484
199,Long Beach,90802,33.752525,-118.21074
200,Samoa,95564,40.809635,-124.18998
201,Burnt Ranch,95527,40.85451,-123.450096
202,Milford,96121,40.18128,-120.39297
203,Anderson,96007,40.44863,-122.306656
204,San Diego,92123,32.808815,-117.1347
205,Santa Margarita,93453,35.303925,-120.25657
206,Orange,92869,33.79279,-117.78975
207,Los Angeles,90033,34.050198,-118.210945
208,San Jose,95111,37.284264,-121.827675
209,Ione,95640,38.33788,-120.9542
210,San Mateo,94404,37.556095,-122.27244
211,Los Angeles,90034,34.03058,-118.39961
212,San Francisco,94130,37.820892,-122.36973
213,Santa Cruz,95062,36.974575,-121.99115
214,Winchester,92596,33.657433,-117.04254
215,El Cajon,92021,32.832706,-116.87326
216,Sherman Oaks,91403,34.14715,-118.46336
217,Norco,92860,33.925835,-117.55964
218,Thornton,95686,38.157795,-121.520226
219,Lake Hughes,93532,34.65958,-118.58421
220,Paramount,90723,33.89712,-118.16443
221,San Juan Capistrano,92675,33.521446,-117.602554
222,Copperopolis,95228,37.943954,-120.67108
223,Covina,91724,34.08111,-117.853935
224,Colusa,95932,39.273094,-122.050766
225,Cypress,90630,33.818478,-118.03831
226,Sacramento,95814,38.584503,-121.49196
227,Lancaster,93534,34.727528,-118.1531
228,Orange,92867,33.81859,-117.82129
229,Gonzales,93926,36.52588,-121.39672
230,Los Angeles,90045,33.954018,-118.40245
231,San Ysidro,92173,32.55583,-117.04007
232,Novato,94949,38.067204,-122.524
233,Gilroy,95020,37.03889,-121.52895
234,Oak Park,91377,34.19225,-118.77687
235,South San Francisco,94080,37.654434,-122.42647
236,Vernalis,95385,37.609097,-121.26338
237,San Jose,95117,37.31109,-121.961784
238,Sunnyvale,94089,37.421635,-122.00961
239,Newport Beach,92660,33.634624,-117.874886
240,Stanford,94305,37.424343,-122.16564
241,Los Angeles,90041,34.137413,-118.2076
242,Beverly Hills,90210,34.09989,-118.41434
243,Riverside,92503,33.890045,-117.45558
244,Los Alamitos,90720,33.79499,-118.06559
245,Fresno,93710,36.822716,-119.761826
246,Escondido,92025,33.08148,-117.03381
247,Gardena,90247,33.890854,-118.297966
248,Encinitas,92024,33.05458,-117.25665
249,Sacramento,95829,38.486504,-121.33405
250,South Dos Palos,93665,36.959732,-120.65352
251,Orick,95555,41.336353,-124.04436
252,San Jose,95118,37.255478,-121.88984
253,El Monte,91732,34.074493,-118.01462
254,Spreckels,93962,36.62464,-121.647194
255,Beverly Hills,90212,34.062096,-118.401505
256,La Habra,90631,33.94062,-117.9513
257,Visalia,93277,36.303795,-119.37565
258,San Francisco,94114,37.758083,-122.4348
259,Whittier,90602,33.97212,-118.02019
260,Long Beach,90822,33.778435,-118.118645
261,Stockton,95215,37.94628,-121.139496
262,Essex,92332,34.9436,-115.2879
263,Los Gatos,95030,37.222843,-121.98872
264,Grass Valley,95949,39.099205,-121.13796
265,San Jose,95112,37.343826,-121.88312
266,Fresno,93722,36.78979,-119.92989
267,Encino,91316,34.150352,-118.518295
268,Bellflower,90706,33.887676,-118.12729
269,Sonora,95370,37.982716,-120.343735
270,Highland,92346,34.129677,-117.154274
271,Los Angeles,90071,34.052917,-118.25518
272,Long Beach,90805,33.86462,-118.17963
273,Herlong,96113,40.198235,-120.18089
274,Petaluma,94954,38.23502,-122.557335
275,Mojave,93501,35.097324,-118.17129
276,Callahan,96014,41.388397,-122.79464
277,Bodega,94922,38.34328,-122.9755
278,Denair,95316,37.52472,-120.75798
279,Wrightwood,92397,34.358322,-117.61826
280,Monterey,93940,36.36274,-121.86968
281,Palo Alto,94301,37.444313,-122.149994
282,Jamestown,95327,37.84771,-120.48659
283,Campbell,95008,37.27969,-121.95457
284,Alderpoint,95511,40.166027,-123.584145
285,Garden Grove,92843,33.76402,-117.9315
286,Oak Run,96069,40.689243,-122.037025
287,Madison,95653,38.674274,-121.96187
288,Van Nuys,91406,34.195686,-118.49075
289,Escondido,92026,33.21846,-117.11691
290,Cedarville,96104,41.505917,-120.152504
291,Lomita,90717,33.79421,-118.31735
292,Kelseyville,95451,38.93496,-122.792244
293,Orangevale,95662,38.689175,-121.21844
294,Pinecrest,95364,38.22487,-119.75573
295,Beale Afb,95903,39.125313,-121.39228
296,Sacramento,95835,38.68507,-121.54371
297,Greenville,95947,40.160385,-120.83543
298,Fort Bragg,95437,39.455555,-123.683975
299,Mecca,92254,33.543835,-115.993904
300,Torrance,90504,33.867256,-118.330795
301,Victorville,92394,34.56706,-117.36233
302,Poway,92064,32.984394,-117.01345
303,Mount Hermon,95041,37.051167,-122.05619
304,Santa Barbara,93109,34.406258,-119.72694
305,Taylorsville,95983,40.053684,-120.74312
306,Pine Valley,91962,32.80067,-116.48336
307,Loma Mar,94021,37.266388,-122.26308
308,Bangor,95914,39.396584,-121.38029
309,Guinda,95637,38.830738,-122.196205
310,Riverside,92508,33.885498,-117.32496
311,Rancho Cordova,95742,38.591133,-121.16158
312,Sultana,93666,36.545353,-119.33853
313,Fort Irwin,92310,35.34924,-116.77028
314,La Mesa,91941,32.759327,-116.99726
315,Canyon Dam,95923,40.17131,-121.120605
316,San Jose,95116,37.350285,-121.85285
317,Topanga,90290,34.115192,-118.61017
318,Capay,95607,38.681652,-122.13057
319,Stanton,90680,33.80187,-117.99507
320,Sacramento,95818,38.556305,-121.49582
321,Stockton,95219,38.029728,-121.388
322,Felton,95018,37.08911,-122.06221
323,Lewiston,96052,40.704292,-122.8039
324,Sun Valley,91352,34.231052,-118.33831
325,Anza,92539,33.527603,-116.66655
326,Bell,90201,33.970345,-118.17137
327,Forest Ranch,95942,40.077026,-121.49417
328,Jamul,91935,32.695683,-116.798386
329,Azusa,91702,34.17449,-117.87068
330,Montgomery Creek,96065,40.877552,-121.88589
331,Lodi,95242,38.128086,-121.4078
332,Leggett,95585,39.87337,-123.74147
333,Rough And Ready,95975,39.225636,-121.156166
334,Petaluma,94952,38.23702,-122.77872
335,Hornitos,95325,37.479927,-120.23042
336,Dixon,95620,38.392822,-121.79992
337,Flournoy,96029,39.84784,-122.544556
338,Thermal,92274,33.53604,-116.119225
339,Lafayette,94549,37.907776,-122.12716
340,Pleasanton,94588,37.68505,-121.91206
341,Whitmore,96096,40.637104,-121.90695
342,Alameda,94502,37.724815,-122.224365
343,Herald,95638,38.313446,-121.123886
344,Guerneville,95446,38.52576,-123.01334
345,Imperial Beach,91932,32.579136,-117.11901
346,Benicia,94510,38.113533,-122.11926
347,Biola,93606,36.79888,-120.01951
348,Los Angeles,90049,34.091827,-118.49124
349,San Francisco,94112,37.720497,-122.443115
350,Chester,96020,40.243492,-121.15473
351,Hilmar,95324,37.394535,-120.89075
352,San Jose,95133,37.37186,-121.86035
353,Seeley,92273,32.790283,-115.68956
354,Penn Valley,95946,39.203815,-121.19584
355,San Jose,95148,37.339535,-121.777176
356,Bakersfield,93304,35.339794,-119.02355
357,Etna,96027,41.405193,-123.00857
358,Willows,95988,39.49399,-122.28636
359,Mather,95655,38.549824,-121.26672
360,Fairfax,94930,37.971752,-122.61187
361,Hydesville,95547,40.557316,-124.081665
362,Graton,95444,38.43436,-122.86891
363,Shafter,93263,35.490704,-119.286835
364,Whittier,90601,34.007355,-118.03368
365,San Simeon,93452,35.746483,-121.22336
366,Castro Valley,94552,37.72273,-122.02157
367,Olivehurst,95961,39.08257,-121.55325
368,Ranchita,92066,33.215252,-116.53633
369,Dunlap,93621,36.78921,-119.140335
370,Comptche,95427,39.23982,-123.56543
371,Vista,92084,33.22784,-117.20003
372,Soquel,95073,37.02367,-121.946465
373,Shasta Lake,96019,40.692524,-122.36987
374,North Hills,91343,34.238804,-118.4823
375,Rancho Cordova,95670,38.602722,-121.279915
376,Wasco,93280,35.65224,-119.4464
377,Garden Grove,92840,33.787167,-117.93189
378,Pasadena,91103,34.167465,-118.16533
379,Irvine,92618,33.667145,-117.73213
380,North Hollywood,91602,34.15136,-118.364784
381,Maywood,90270,33.98857,-118.18656
382,Newhall,91321,34.370377,-118.50412
383,Murphys,95247,38.147854,-120.440125
384,San Clemente,92673,33.4725,-117.584274
385,Ferndale,95536,40.4785,-124.30137
386,Arcata,95521,40.83996,-124.00375
387,Ceres,95307,37.55347,-120.95283
388,Elk Grove,95758,38.35363,-121.44195
389,Wilton,95693,38.39256,-121.22509
390,Douglas City,96024,40.58659,-122.90368
391,White Water,92282,33.972294,-116.6542
392,Smartville,95977,39.176594,-121.291695
393,Coarsegold,93614,37.212193,-119.74932
394,Merced,95348,37.40122,-120.51419
395,Aguanga,92536,33.482243,-116.82717
396,Alviso,95002,37.449535,-121.99481
397,Palm Springs,92264,33.745747,-116.51421
398,Rancho Cucamonga,91739,34.13381,-117.52373
399,Seaside,93955,36.625114,-121.82356
400,Orleans,95556,41.26952,-123.54696
401,Nevada City,95959,39.333736,-120.858665
402,Monte Rio,95462,38.47105,-123.01555
403,Chino Hills,91709,33.942894,-117.72565
404,Chowchilla,93610,37.10095,-120.270134
405,Phelan,92371,34.441124,-117.53789
406,Elk,95432,39.108253,-123.64512
407,Los Angeles,90065,34.108833,-118.22971
408,Bakersfield,93308,35.559616,-118.925186
409,Placentia,92870,33.881157,-117.85478
410,Branscomb,95417,39.71059,-123.6828
411,Fresno,93727,36.751488,-119.68072
412,Winters,95694,38.578606,-122.02458
413,Diamond Bar,91765,33.992416,-117.80788
414,Oro Grande,92368,34.64796,-117.29696
415,Buena Park,90620,33.845707,-118.01221
416,Richmond,94805,37.941456,-122.32097
417,Yreka,96097,41.76487,-122.67132
418,Los Angeles,90066,34.00203,-118.43066
419,Stockton,95203,37.95409,-121.32976
420,Elverta,95626,38.734997,-121.46372
421,Los Angeles,90023,34.017696,-118.20058
422,Westlake Village,91361,34.130993,-118.89468
423,Santa Barbara,93105,34.037342,-119.80079
424,Dutch Flat,95714,39.197216,-120.83679
425,San Diego,92103,32.747482,-117.16688
426,Mi Wuk Village,95346,38.1216,-120.13392
427,Milpitas,95035,37.441933,-121.8785
428,West Hollywood,90069,34.09378,-118.38106
429,Stockton,95207,38.002125,-121.32498
430,Madera,93637,36.902954,-120.194275
431,Half Moon Bay,94019,37.45567,-122.40799
432,Davis,95616,38.508736,-121.67881
433,Gold Run,95717,39.170376,-120.8384
434,Dos Rios,95429,39.75605,-123.3587
435,Manteca,95337,37.75082,-121.23843
436,Fresno,93706,36.654613,-119.90367
437,Los Angeles,90064,34.03725,-118.42358
438,Grover Beach,93433,35.120834,-120.61843
439,Redwood City,94062,37.41057,-122.29715
440,Downey,90240,33.956226,-118.120995
441,Covina,91722,34.097343,-117.90674
442,Mountain View,94040,37.38066,-122.08602
443,Fullerton,92833,33.87764,-117.96121
444,Adin,96006,41.171577,-120.91316
445,Butte City,95920,39.449795,-121.93637
446,Bakersfield,93309,35.34289,-119.064804
447,Inglewood,90305,33.958134,-118.3309
448,Kingsburg,93631,36.478237,-119.52137
449,Tarzana,91356,34.15714,-118.54851
450,Buena Park,90621,33.874226,-117.99337
451,Temecula,92590,33.475494,-117.21955
452,Cool,95614,38.880623,-120.97386
453,Pauma Valley,92061,33.313828,-116.9405
454,June Lake,93529,37.73027,-119.05582
455,Colton,92324,34.030914,-117.2732
456,Carmel Valley,93924,36.41461,-121.6386
457,Brawley,92227,33.03933,-115.19186
458,Big Bear Lake,92315,34.242058,-116.89802
459,Stockton,95202,37.959705,-121.28767
460,Pala,92059,33.384346,-117.07262
461,Anaheim,92805,33.830208,-117.9061
462,Oakland,94618,37.84551,-122.23518
463,San Francisco,94102,37.7795,-122.419235
464,Newman,95360,37.343845,-121.03939
465,Valley Village,91607,34.165783,-118.399796
466,Tustin,92780,33.7358,-117.8188
467,Los Angeles,90026,34.07899,-118.2638
468,Pasadena,91101,34.146633,-118.13922
469,San Diego,92105,32.74186,-117.090355
470,Fullerton,92835,33.90221,-117.914925
471,Bishop,93514,37.04584,-118.39724
472,Grenada,96038,41.59998,-122.53938
473,Foothill Ranch,92610,33.698727,-117.67768
474,Palm Desert,92211,33.76276,-116.324814
475,Woodland,95776,38.69408,-121.69443
476,Rohnert Park,94928,38.34719,-122.69782
477,Corona Del Mar,92625,33.600986,-117.86273
478,Kettleman City,93239,35.99692,-120.00095
479,Altadena,91001,34.19684,-118.142235
480,Los Angeles,90059,33.927254,-118.249825
481,Posey,93260,35.861927,-118.636696
482,Los Angeles,90068,34.13741,-118.32892
483,Laytonville,95454,39.80614,-123.5311
484,Los Angeles,90047,33.95815,-118.30844
485,Orange,92866,33.784595,-117.844536
486,Cutler,93615,36.497894,-119.285484
487,Alameda,94501,37.77463,-122.27444
488,San Francisco,94107,37.768883,-122.39552
489,San Diego,92128,33.00027,-117.07209
490,Mission Viejo,92691,33.611946,-117.66587
491,Surfside,90743,33.72827,-118.085304
492,Newport Beach,92661,33.60131,-117.902306
493,Los Angeles,90036,34.07029,-118.34919
494,Helendale,92342,34.757782,-117.33997
495,North Palm Springs,92258,33.906494,-116.569496
496,Shingle Springs,95682,38.598934,-120.96309
497,Saratoga,95070,37.25777,-122.05183
498,Concord,94518,37.95025,-122.02245
499,Woodacre,94973,38.00584,-122.63815
500,North Hollywood,91606,34.1876,-118.38712
501,West Covina,91792,34.024406,-117.89872
502,Concord,94519,37.990116,-122.01219
503,San Francisco,94132,37.7223,-122.49113
504,Trinidad,95570,41.162296,-124.02738
505,Sacramento,95830,38.49051,-121.28417
506,Cassel,96016,40.936283,-121.57269
507,Pixley,93256,35.95702,-119.330925
508,Columbia,95310,38.08584,-120.37855
509,Sheep Ranch,95250,38.244804,-120.4173
510,Hamilton City,95951,39.732765,-122.0423
511,San Luis Obispo,93401,35.233746,-120.62644
512,Pine Grove,95665,38.400265,-120.64127
513,Livermore,94550,37.571747,-121.65956
514,Lucerne Valley,92356,34.508415,-116.8561
515,Honeydew,95545,40.34293,-124.06333
516,San Diego,92104,32.7415,-117.12741
517,Coalinga,93210,36.186867,-120.387794
518,Cressey,95312,37.420273,-120.66527
519,Burney,96013,40.946785,-121.71949
520,River Pines,95675,38.545776,-120.743324
521,Los Angeles,90048,34.072945,-118.37267
522,Los Angeles,90039,34.110844,-118.2596
523,Forks Of Salmon,96031,41.23213,-123.19475
524,Marina Del Rey,90292,33.977467,-118.44547
525,Loomis,95650,38.809174,-121.17137
526,Redding,96001,40.587917,-122.46473
527,Pittsburg,94565,38.006046,-121.91683
528,Clearlake Oaks,95423,39.07116,-122.59854
529,Sun City,92585,33.73941,-117.17333
530,Lakewood,90713,33.847755,-118.11253
531,Paradise,95969,39.69676,-121.64438
532,Alta,95701,39.218098,-120.79153
533,San Jose,95129,37.305622,-122.000885
534,Los Molinos,96055,40.059383,-122.091484
535,Oakland,94601,37.776524,-122.21927
536,Calpine,96124,39.672813,-120.456696
537,Big Bar,96010,40.775272,-123.287415
538,Dos Palos,93620,37.045727,-120.630684
539,Mokelumne Hill,95245,38.304195,-120.59243
540,Chico,95973,39.90327,-121.84357
541,Santa Ana,92701,33.748478,-117.85892
542,Hesperia,92345,34.361385,-117.33751
543,Vacaville,95688,38.419086,-122.02457
544,Encino,91436,34.152874,-118.48605
545,Palmdale,93551,34.613476,-118.256355
546,Woodland Hills,91367,34.178066,-118.615715
547,Jolon,93928,35.930782,-121.18976
548,Mountain View,94043,37.419724,-122.06295
549,Clearlake,95422,38.965805,-122.63178
550,Novato,94947,38.112167,-122.634384
551,Agoura Hills,91301,34.12906,-118.75979
552,Oakland,94621,37.750553,-122.197174
553,Pleasant Grove,95668,38.833553,-121.4981
554,Thousand Palms,92276,33.849262,-116.382774
555,Bodfish,93205,35.52399,-118.40043
556,Monrovia,91016,34.1528,-118.00048
557,Castaic,91384,34.506626,-118.69905
558,Fiddletown,95629,38.513485,-120.70461
559,Squaw Valley,93675,36.71914,-119.202675
560,Santa Ynez,93460,34.630356,-120.03256
561,Forbestown,95941,39.53103,-121.24807
562,Wilseyville,95257,38.392685,-120.415955
563,Corona,92883,33.762352,-117.48872
564,Junction City,96048,40.913193,-123.06597
565,Escondido,92029,33.079834,-117.13428
566,Los Angeles,90029,34.089954,-118.29482
567,San Diego,92121,32.898613,-117.202934
568,Port Hueneme,93041,34.110123,-119.100975
569,Garden Grove,92841,33.78674,-117.98257
570,Clements,95227,38.227283,-121.02789
571,Lawndale,90260,33.88856,-118.351814
572,Santee,92071,32.847336,-116.997604
573,Acampo,95220,38.20023,-121.23503
574,South El Monte,91733,34.04622,-118.05376
575,San Diego,92101,32.72523,-117.17135
576,Nicolaus,95659,38.7889,-121.60863
577,Plymouth,95669,38.489273,-120.89162
578,Burbank,91504,34.21305,-118.31765
579,Sierra City,96125,39.600597,-120.63636
580,Fresno,93703,36.768772,-119.762634
581,Parker Dam,92267,34.273872,-114.1929
582,Zenia,95595,40.170357,-123.4173
583,Fresno,93711,36.833,-119.82947
584,Guatay,91931,32.857944,-116.56192
585,Cobb,95426,38.83809,-122.73203
586,Hayward,94544,37.639214,-122.03755
587,San Jose,95123,37.238758,-121.82838
588,Glendale,91208,34.195385,-118.23851
589,San Gregorio,94074,37.33176,-122.341446
590,Colfax,95713,39.084644,-120.89401
591,Los Angeles,90028,34.09987,-118.32684
592,Whittier,90604,33.929703,-118.01208
593,Sacramento,95831,38.49483,-121.52945
594,Los Angeles,90024,34.066303,-118.43548
595,Hayward,94541,37.674004,-122.0768
596,Mendocino,95460,39.305546,-123.7437
597,San Francisco,94127,37.736534,-122.45732
598,Los Angeles,90021,34.02904,-118.2395
599,Rosemead,91770,34.06511,-118.082794
600,Rancho Cucamonga,91730,34.10097,-117.57882
601,El Dorado,95623,38.63153,-120.842606
602,Angelus Oaks,92305,34.1678,-116.86433
603,Portola,96122,39.786755,-120.445625
604,Westwood,96137,40.271534,-121.01809
605,San Diego,92116,32.7653,-117.12257
606,Concord,94520,38.013824,-122.03915
607,Shaver Lake,93664,37.223,-119.00102
608,Bridgeport,93517,38.18458,-119.28656
609,Lee Vining,93541,37.890144,-119.18409
610,Fawnskin,92333,34.274845,-116.937584
611,Boonville,95415,39.025867,-123.381546
612,La Palma,90623,33.850506,-118.039894
613,Magalia,95954,39.933853,-121.58437
614,French Gulch,96033,40.74014,-122.58748
615,Corona,92881,33.833687,-117.51306
616,Woodbridge,95258,38.169605,-121.31097
617,San Pedro,90732,33.744118,-118.31448
618,Pioneertown,92268,34.201107,-116.59345
619,Spring Valley,91977,32.726627,-116.994606
620,Mission Viejo,92692,33.60693,-117.64426
621,Berkeley,94709,37.878555,-122.26609
622,Twain Harte,95383,38.10744,-120.23062
623,Berkeley,94702,37.86601,-122.286224
624,Richgrove,93261,35.80992,-119.12743
625,Klamath River,96050,41.816593,-122.94829
626,Oakley,94561,37.999405,-121.68624
627,Grimes,95950,39.03306,-121.89572
628,Winnetka,91306,34.209534,-118.57756
629,San Jacinto,92582,33.80671,-117.02007
630,Porter Ranch,91326,34.28191,-118.55622
631,Los Angeles,90056,33.987946,-118.370445
632,Ocotillo,92259,32.698963,-115.88666
633,Los Angeles,90032,34.07882,-118.177574
634,San Lorenzo,94580,37.67625,-122.132416
635,Sunset Beach,90742,33.71922,-118.07359
