CustomerID,OfferID,ContractID,PaymentModeID,ServiceID,ChurnID,AvgMonthlyLongDistanceCharges,AvgMonthlyGBDownload,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,TenureInMonth
0254-FNMCI,1,4,2,7,1,41.91,73.0,109.9,7624.2,0.0,0.0,3017.52,10641.72,72
0254-KCJGT,5,1,1,102,1,41.34,24.0,81.4,4354.45,0.0,0.0,2149.68,6504.13,52
0254-WWRKD,4,6,1,34,1,46.9,28.0,50.55,3431.75,0.0,0.0,3142.3,6574.05,67
0256-LTHVJ,6,3,2,103,2,16.85,13.0,81.05,2227.1,0.0,0.0,471.8,2698.9,28
0257-KXZGU,6,2,2,104,1,33.28,51.0,62.45,2045.55,0.0,0.0,1064.96,3110.51,32
0257-ZESQC,1,3,2,105,11,7.02,25.0,75.2,1929.35,0.0,0.0,189.54,2118.89,27
0258-NOKBL,1,2,2,106,5,31.48,73.0,90.4,268.45,0.0,0.0,94.44,362.89,3
0259-GBZSH,2,3,2,107,7,40.43,27.0,85.65,181.5,0.0,0.0,80.86,262.36,2
0260-ZDLGK,1,3,1,108,7,35.49,11.0,72.9,651.4,0.0,0.0,319.41,970.81,9
0263-FJTQO,5,4,1,109,1,44.49,28.0,70.5,3486.65,0.0,0.0,2224.5,5711.15,50
0264-CNITK,1,5,2,24,1,31.03,,20.1,1389.6,0.0,0.0,2203.13,3592.73,71
0265-EDXBD,6,3,2,18,11,47.34,10.0,74.9,2303.35,0.0,0.0,1514.88,3818.23,32
0265-PSUAE,3,2,2,110,1,27.27,76.0,100.7,1522.7,0.0,0.0,436.32,1959.02,16
0266-CLZKZ,4,4,2,111,1,17.79,22.0,105.65,6717.9,0.0,0.0,1191.93,7909.83,67
0266-GMEAO,1,4,1,12,1,15.94,13.0,114.3,8058.55,0.0,0.0,1147.68,9206.23,72
0268-QKIWO,2,2,2,24,11,24.63,,19.75,58.85,0.0,0.0,73.89,132.74,3
0269-XFESX,1,6,1,21,1,48.02,,24.35,538.5,0.0,0.0,1104.46,1642.96,23
0270-THENM,1,5,2,92,1,28.37,18.0,69.85,5102.35,25.24,0.0,2042.64,7119.75,72
0274-JKUJR,2,2,1,112,1,,47.0,-3.0,465.7,0.0,0.0,0.0,465.7,7
0277-BKSQP,2,3,2,113,1,1.56,57.0,54.4,475.1,0.0,0.0,12.48,487.58,8
0277-ORXQS,4,5,2,114,1,,23.0,50.55,3364.55,0.0,110.0,0.0,3474.55,66
0278-YXOOG,2,2,1,24,11,34.26,,21.05,113.85,0.0,0.0,171.3,285.15,5
0280-XJGEX,1,3,2,41,2,44.33,11.0,103.7,5036.3,0.0,0.0,2172.17,7208.47,49
0281-CNTZX,5,4,2,24,1,38.36,,19.95,1234.8,0.0,0.0,2416.68,3651.48,63
0282-NVSJS,3,3,3,115,1,,14.0,29.3,355.9,0.0,0.0,0.0,355.9,12
0285-INHLN,1,3,1,116,1,36.19,53.0,54.75,1510.3,0.0,0.0,977.13,2487.43,27
0289-IVARM,1,2,2,117,1,44.81,20.0,60.55,1982.6,0.0,0.0,1568.35,3550.95,35
0292-WEGCH,5,3,2,33,1,4.33,12.0,86.2,4524.05,0.0,0.0,233.82,4757.87,54
0295-PPHDO,1,3,2,70,2,5.59,2.0,95.45,95.45,0.0,0.0,5.59,101.04,1
0295-QVKPB,2,3,1,118,1,13.96,5.0,63.95,318.1,0.0,0.0,69.8,387.9,5
0297-RBCSG,1,1,2,119,1,41.79,6.0,65.35,1231.85,0.0,60.0,794.01,2085.86,19
0298-XACET,1,5,1,120,1,,17.0,50.2,2554.0,27.01,0.0,0.0,2526.99,52
0301-FIDRB,1,4,2,121,1,,22.0,63.8,4684.3,0.0,0.0,0.0,4684.3,72
0301-KOBTQ,1,4,2,24,1,14.91,,20.05,614.45,9.73,0.0,477.12,1081.84,32
0302-JOIVN,1,2,2,122,7,16.88,6.0,101.15,842.9,0.0,0.0,135.04,977.94,8
0303-UNCIP,5,6,3,123,1,37.55,30.0,65.0,2531.8,0.0,140.0,1539.55,4211.35,41
0303-WMMRN,1,3,1,24,1,21.01,,19.25,86.05,0.0,0.0,105.05,191.1,5
0305-SQECB,1,1,1,124,1,,17.0,36.05,402.6,0.0,100.0,0.0,502.6,11
0306-JAELE,1,3,2,125,7,31.09,11.0,96.1,453.4,0.0,0.0,155.45,608.85,5
0307-BCOPK,3,6,1,24,1,41.51,,19.05,326.65,0.0,0.0,664.16,990.81,16
0308-GIQJT,1,6,2,126,1,6.1,9.0,105.75,7382.85,0.0,0.0,433.1,7815.95,71
0308-IVGOK,1,1,1,127,1,,59.0,40.4,422.6,0.0,0.0,0.0,422.6,11
0310-MVLET,1,3,2,84,17,49.33,7.0,99.15,6010.05,0.0,0.0,3009.13,9019.18,61
0310-SUCIN,1,1,2,128,1,23.06,6.0,84.8,6046.1,0.0,0.0,1637.26,7683.36,71
0310-VQXAM,1,2,1,24,1,40.74,,19.85,178.8,0.0,0.0,366.66,545.46,9
0311-QYWSS,1,3,2,9,1,39.16,8.0,49.45,314.6,0.0,0.0,234.96,549.56,6
0311-UNPFF,1,3,2,129,17,38.09,22.0,88.8,2274.35,0.0,50.0,990.34,3314.69,26
0314-TKOSI,2,2,3,130,1,6.98,30.0,55.15,322.9,0.0,0.0,41.88,364.78,6
0315-LVCRK,1,2,2,86,1,30.57,15.0,84.8,888.75,0.0,0.0,336.27,1225.02,11
0318-QUUOB,1,3,2,131,2,43.67,73.0,80.55,80.55,0.0,0.0,43.67,124.22,1
0318-ZOPWS,1,4,2,24,1,2.82,,20.15,973.35,0.0,0.0,138.18,1111.53,49
0319-QZTCO,2,3,1,132,5,11.47,51.0,58.7,168.6,0.0,0.0,34.41,203.01,3
0320-DWVTU,5,5,1,133,1,43.57,13.0,99.5,5424.25,0.0,0.0,2309.21,7733.46,53
0320-JDNQG,1,3,2,134,8,37.95,27.0,99.85,2331.3,0.0,0.0,872.85,3204.15,23
0322-CHQRU,1,2,2,36,2,25.49,9.0,45.35,89.5,0.0,0.0,50.98,140.48,2
0322-YINQP,1,3,1,9,11,11.35,9.0,48.55,48.55,0.0,0.0,11.35,59.9,1
0323-XWWTN,1,4,1,21,5,33.87,,26.4,121.25,0.0,0.0,101.61,222.86,3
0324-BRPCJ,1,3,2,135,13,21.33,24.0,100.2,6851.65,0.0,0.0,1450.44,8302.09,68
0325-XBFAC,1,3,2,136,13,19.49,10.0,94.7,740.3,0.0,80.0,155.92,976.22,8
0326-VDYXE,4,1,2,137,1,16.66,26.0,97.65,6982.5,0.0,80.0,1166.2,8228.7,70
0327-WFZSY,6,6,2,49,1,17.29,75.0,100.0,3835.55,0.0,0.0,674.31,4509.86,39
0328-GRPMV,1,3,2,13,2,17.37,25.0,70.1,70.1,0.0,0.0,17.37,87.47,1
0329-GTIAJ,1,3,2,138,18,30.18,7.0,97.9,315.3,0.0,0.0,90.54,405.84,3
0330-BGYZE,5,6,2,41,1,19.22,4.0,102.5,6157.6,0.0,0.0,1153.2,7310.8,60
0330-IVZHA,2,2,2,13,10,17.08,10.0,69.95,330.15,0.0,0.0,85.4,415.55,5
0334-GDDSO,2,3,2,67,7,9.22,14.0,81.35,233.7,0.0,0.0,27.66,261.36,3
0334-ZFJSR,1,1,1,139,1,35.38,13.0,66.05,3462.1,44.53,150.0,1945.9,5513.47,55
0336-KXKFK,1,4,1,17,1,,6.0,61.2,4390.25,0.0,0.0,0.0,4390.25,72
0336-PIKEI,4,5,2,140,1,5.27,9.0,74.4,5360.75,0.0,140.0,379.44,5880.19,72
0337-CNPZE,1,3,2,141,18,10.43,22.0,106.3,4443.45,0.0,130.0,427.63,5001.08,41
0343-QLUZP,5,5,2,55,1,,25.0,39.6,2424.5,38.46,0.0,0.0,2386.04,60
0345-HKJVM,1,2,2,27,8,2.6,22.0,89.3,577.6,0.0,0.0,15.6,593.2,6
0345-XMMUG,1,4,1,46,1,2.0,48.0,108.9,4854.3,0.0,0.0,92.0,4946.3,46
0347-UBKUZ,1,2,3,24,1,2.74,,19.9,320.45,0.0,0.0,41.1,361.55,15
0348-SDKOL,1,3,1,142,7,3.51,28.0,102.1,5885.4,0.0,100.0,203.58,6188.98,58
0354-VXMJC,1,5,1,24,1,34.04,,19.6,426.65,0.0,0.0,782.92,1209.57,23
0354-WYROK,6,3,2,143,8,47.95,21.0,98.9,2911.3,0.0,0.0,1486.45,4397.75,31
0356-ERHVT,3,3,2,89,1,12.95,6.0,45.9,521.9,0.0,0.0,142.45,664.35,11
0356-OBMAC,1,4,2,144,1,17.33,16.0,99.9,5706.3,0.0,0.0,970.48,6676.78,56
0357-NVCRI,6,2,1,24,1,12.87,,20.05,471.7,0.0,0.0,321.75,793.45,25
0361-HJRDX,4,5,1,145,1,,28.0,-8.0,4539.6,0.0,130.0,0.0,4669.6,68
0362-RAOQO,1,5,1,24,1,26.03,,19.65,830.25,0.0,0.0,1041.2,1871.45,40
0362-ZBZWJ,1,3,2,146,10,24.66,22.0,84.9,3067.2,0.0,0.0,887.76,3954.96,36
0363-QJVFX,6,3,1,98,10,27.69,73.0,108.15,3432.9,0.0,0.0,886.08,4318.98,32
0363-SVHYR,4,5,2,59,1,10.11,59.0,86.85,6263.8,0.0,0.0,717.81,6981.61,71
0365-BZUWY,3,3,2,41,1,10.11,2.0,102.55,1742.5,0.0,0.0,171.87,1914.37,17
0365-GXEZS,3,2,2,147,1,31.79,19.0,78.2,1468.75,0.0,0.0,572.22,2040.97,18
0365-TRTPY,1,2,2,148,1,11.73,30.0,91.2,3382.3,0.0,0.0,434.01,3816.31,37
0366-NQSHS,1,2,1,24,5,44.34,,19.35,46.35,0.0,0.0,88.68,135.03,2
0369-ZGOVK,6,1,2,13,1,12.94,24.0,70.4,1992.2,0.0,0.0,362.32,2354.52,28
0373-AIVNJ,2,6,1,149,1,,19.0,39.55,373.0,0.0,0.0,0.0,373.0,9
0374-AACSZ,2,2,2,150,5,38.33,24.0,50.15,50.15,0.0,50.0,38.33,138.48,1
0374-FIUCA,1,4,1,24,1,23.46,,20.4,1414.45,0.0,0.0,1524.9,2939.35,65
0374-IOEGQ,1,2,2,89,5,15.59,27.0,44.6,122.7,0.0,0.0,46.77,169.47,3
0375-HVGXO,2,3,2,151,8,,8.0,34.7,34.7,0.0,0.0,0.0,34.7,1
0376-OIWME,6,3,2,152,1,41.33,41.0,93.6,3366.05,16.56,0.0,1487.88,4837.37,36
0376-YMCJC,1,3,2,153,12,38.69,69.0,90.6,1943.2,4.73,0.0,889.87,2828.34,23
0377-JBKKT,3,3,1,154,1,42.58,82.0,57.95,1271.8,0.0,0.0,936.76,2208.56,22
0378-CJKPV,1,5,1,12,1,4.56,18.0,112.1,7965.95,18.88,0.0,328.32,8275.39,72
0378-NHQXU,1,2,2,51,15,17.91,9.0,88.25,1460.65,0.0,0.0,304.47,1765.12,17
0378-TOVMS,1,2,2,155,2,10.6,73.0,85.8,272.2,0.0,0.0,31.8,304.0,3
0378-XSZPU,5,6,1,32,4,17.22,21.0,60.3,3563.8,0.0,0.0,998.76,4562.56,58
0379-DJQHR,1,5,1,156,1,45.25,18.0,81.35,5398.6,0.0,0.0,3031.75,8430.35,67
0380-NEAVX,1,1,2,4,1,35.0,12.0,99.85,3343.15,0.0,0.0,1190.0,4533.15,34
